customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Churn_num,TechSupport_num,Faixa_Charges,Faixa_Total
5995oiglp,1.0,male,0,0,0,12,1,0,dsl,Yes,0,0,1,0,0,month to month,0,mailed check,56.65,654.85,,,Média,Baixa
5995snnew,0.0,male,1,1,0,23,1,1,fiber optic,No,1,1,0,1,1,month to month,1,electronic check,104.45,2184.85,,,Alta,Alta
5995wwkkg,0.0,female,0,0,0,37,1,0,no,No internet service,0,0,0,0,0,one year,1,electronic check,19.8,695.05,,,Baixa,Baixa
5996daoql,0.0,male,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,20.45,20.45,,,Baixa,Baixa
5996ebtkm,0.0,female,0,1,1,67,1,1,dsl,No,0,1,1,0,1,two year,1,bank transfer (automatic),69.9,4615.9,,,Média,Alta
5996nrvxr,0.0,male,1,1,0,40,1,0,fiber optic,Yes,1,1,1,1,0,one year,1,credit card (automatic),98.15,4116.8,,,Alta,Alta
5997opvfa,0.0,male,0,1,0,72,1,1,dsl,Yes,1,1,1,1,1,two year,1,bank transfer (automatic),89.05,6254.45,,,Alta,Alta
5998dzlyr,0.0,female,0,1,0,61,1,1,fiber optic,No,1,0,1,0,1,two year,1,bank transfer (automatic),94.35,5703.0,,,Alta,Alta
5998vvejy,1.0,male,0,0,0,26,1,1,fiber optic,No,0,0,1,0,0,month to month,1,electronic check,80.5,2088.8,,,Alta,Alta
5999lcxao,0.0,female,0,0,0,1,0,0,dsl,Yes,0,0,0,0,0,month to month,0,mailed check,29.9,29.9,,,Baixa,Baixa
6000apylu,1.0,male,0,0,0,9,1,0,fiber optic,No,0,0,0,0,1,month to month,1,electronic check,80.8,713.1,,,Alta,Baixa
6000uklwi,0.0,male,0,0,0,41,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,20.15,802.35,,,Baixa,Baixa
6005obzph,1.0,female,1,0,0,26,1,1,fiber optic,No,1,0,0,1,0,month to month,1,electronic check,89.15,2277.65,,,Alta,Alta
6007tctst,0.0,female,0,1,1,72,1,1,fiber optic,Yes,1,1,1,1,1,two year,1,bank transfer (automatic),115.8,8476.5,,,Alta,Alta
6008naixk,0.0,male,1,0,0,54,0,0,dsl,No,1,1,0,1,1,one year,1,electronic check,55.45,2966.95,,,Média,Alta
6010ddppw,0.0,male,0,1,0,70,1,1,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),25.15,1940.85,,,Baixa,Média
6013bhcaw,0.0,male,0,1,1,61,1,1,dsl,No,0,1,1,1,1,two year,1,bank transfer (automatic),81.0,4976.15,,,Alta,Alta
6015vvhhe,1.0,female,1,0,0,5,1,1,fiber optic,No,0,0,0,1,0,month to month,1,credit card (automatic),83.15,446.05,,,Alta,Baixa
6016ejgnt,,female,0,1,1,48,1,1,fiber optic,Yes,1,0,0,1,1,one year,1,credit card (automatic),103.25,5037.55,,,Alta,Alta
6016lvtjq,0.0,female,0,1,1,34,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,20.65,716.4,,,Baixa,Baixa
6016nxbnj,0.0,male,0,0,0,35,1,0,no,No internet service,0,0,0,0,0,one year,1,mailed check,19.15,638.0,,,Baixa,Baixa
6016qskvi,,male,0,0,0,4,1,0,fiber optic,Yes,1,0,1,0,1,month to month,1,mailed check,94.9,360.55,,,Alta,Baixa
6017pplpx,1.0,male,0,1,1,20,1,0,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,70.45,1470.95,,,Média,Média
6022kouqo,0.0,female,0,1,1,2,0,0,dsl,No,0,0,1,0,0,month to month,0,bank transfer (automatic),29.05,44.75,,,Baixa,Baixa
6022mxomf,,female,1,0,0,1,1,1,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,74.2,74.2,,,Média,Baixa
6022uggso,1.0,female,1,0,0,32,1,0,fiber optic,No,1,0,0,0,0,month to month,1,electronic check,74.4,2276.95,,,Média,Alta
6023gssxw,0.0,female,0,1,0,69,1,0,dsl,No,1,0,0,0,1,two year,1,credit card (automatic),61.45,4131.2,,,Média,Alta
6023yebup,1.0,male,0,0,0,3,1,1,fiber optic,No,0,1,0,1,1,month to month,1,electronic check,100.95,329.95,,,Alta,Baixa
6024ruggh,0.0,male,0,1,1,72,1,1,no,No internet service,0,0,0,0,0,two year,1,bank transfer (automatic),25.2,1798.9,,,Baixa,Média
6029csmje,0.0,male,0,0,0,17,0,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,25.65,440.2,,,Baixa,Baixa
6029wtipc,1.0,male,1,0,0,37,1,1,fiber optic,No,0,1,0,1,1,month to month,1,electronic check,101.1,3744.05,,,Alta,Alta
6030rehux,0.0,female,1,1,0,28,1,1,fiber optic,No,1,1,1,1,1,month to month,1,electronic check,110.85,3204.4,,,Alta,Alta
6032igaln,1.0,female,0,0,0,1,0,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,25.1,25.1,,,Baixa,Baixa
6032krxxo,1.0,male,0,0,0,30,1,0,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,90.25,2755.35,,,Alta,Alta
6034ymtob,0.0,female,0,0,0,5,1,0,fiber optic,No,0,0,1,0,0,month to month,1,mailed check,75.65,399.45,,,Média,Baixa
6034zrycv,1.0,female,0,1,0,72,0,0,dsl,No,1,1,0,1,1,two year,1,electronic check,54.2,3937.45,,,Média,Alta
6035bxtty,0.0,female,1,0,0,32,1,0,dsl,No,1,0,1,0,0,month to month,0,bank transfer (automatic),54.65,1830.1,,,Média,Média
6035riiom,0.0,female,0,0,0,54,1,1,fiber optic,No,1,0,0,1,1,two year,1,bank transfer (automatic),97.2,5129.45,,,Alta,Alta
6036ttfyu,0.0,female,0,1,0,16,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.6,314.45,,,Baixa,Baixa
6037wpjrp,,female,0,0,0,13,1,1,fiber optic,No,0,0,0,0,0,month to month,1,mailed check,75.0,999.45,,,Média,Baixa
6038gcyec,1.0,female,0,0,0,24,0,0,dsl,No,1,1,0,1,1,month to month,1,credit card (automatic),54.15,1240.25,,,Média,Média
6039rvsjv,,female,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.85,19.85,,,Baixa,Baixa
6040cgacy,0.0,female,0,0,0,15,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.6,299.4,,,Baixa,Baixa
6047suhpr,0.0,male,0,1,1,39,1,0,dsl,Yes,1,1,0,0,0,one year,0,electronic check,59.8,2343.85,,,Média,Alta
6047yhpvi,1.0,male,0,0,0,5,1,0,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,69.7,316.9,,,Média,Baixa
6048njxhx,0.0,male,0,1,0,41,1,0,no,No internet service,0,0,0,0,0,two year,1,electronic check,19.75,899.45,,,Baixa,Baixa
6048qbxkl,0.0,female,1,0,0,2,1,1,dsl,No,1,0,0,0,0,month to month,1,credit card (automatic),56.55,118.25,,,Média,Baixa
6048uwkal,0.0,female,1,1,0,69,1,1,fiber optic,No,1,0,1,1,1,two year,0,credit card (automatic),105.4,6998.95,,,Alta,Alta
6050ffxes,0.0,female,0,1,0,69,1,1,fiber optic,No,0,1,1,1,1,two year,0,bank transfer (automatic),105.35,7240.65,,,Alta,Alta
6050ijrhs,0.0,female,0,1,1,70,1,1,fiber optic,No,1,1,0,1,1,one year,1,electronic check,106.5,7397.0,,,Alta,Alta
6051ptvns,0.0,female,0,1,1,55,1,0,no,No internet service,0,0,0,0,0,one year,0,credit card (automatic),19.15,998.1,,,Baixa,Baixa
6060drtnl,1.0,female,1,0,0,5,1,0,fiber optic,No,0,1,0,1,0,month to month,1,mailed check,84.85,415.55,,,Alta,Baixa
6060qbmgv,0.0,male,0,1,0,70,1,0,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),19.85,1433.8,,,Baixa,Média
6061gwwav,0.0,male,0,0,1,41,1,0,dsl,Yes,1,1,0,1,0,one year,0,mailed check,70.2,2894.55,,,Média,Alta
6061pqhmk,0.0,female,0,0,0,25,1,0,no,No internet service,0,0,0,0,0,one year,0,credit card (automatic),19.9,527.5,,,Baixa,Baixa
6064pupmc,0.0,male,0,1,1,23,1,0,dsl,Yes,0,0,1,0,0,one year,0,credit card (automatic),57.2,1423.35,,,Média,Média
6064zatlr,0.0,female,0,0,0,27,1,0,dsl,Yes,1,0,0,0,0,two year,0,bank transfer (automatic),52.85,1498.65,,,Média,Média
6067ngceu,0.0,female,0,0,0,65,1,1,fiber optic,Yes,1,1,0,1,1,month to month,1,credit card (automatic),111.05,7107.0,,,Alta,Alta
6072nuqcb,0.0,male,0,1,1,22,1,0,no,No internet service,0,0,0,0,0,one year,0,bank transfer (automatic),20.25,488.25,,,Baixa,Baixa
6072yublx,,male,1,1,0,61,1,1,fiber optic,No,1,1,1,1,0,one year,1,mailed check,98.3,6066.55,,,Alta,Alta
6075qmnrr,0.0,female,0,0,0,52,1,0,dsl,Yes,0,0,0,0,0,month to month,1,bank transfer (automatic),49.75,2535.55,,,Média,Alta
6075slnil,0.0,male,0,0,0,38,1,1,fiber optic,No,1,1,0,0,1,month to month,1,credit card (automatic),95.1,3691.2,,,Alta,Alta
6077bdpxa,0.0,female,0,0,0,3,1,0,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,70.15,194.2,,,Média,Baixa
6078vesfr,0.0,male,1,1,0,13,1,0,fiber optic,No,0,0,0,0,0,month to month,0,bank transfer (automatic),70.45,849.1,,,Média,Baixa
6080lnesi,0.0,male,0,0,0,51,1,1,no,No internet service,0,0,0,0,0,two year,0,mailed check,24.75,1234.6,,,Baixa,Média
6080tcmyc,0.0,male,0,1,1,40,1,1,fiber optic,No,0,1,0,0,0,month to month,1,electronic check,81.2,3292.3,,,Alta,Alta
6082gljix,0.0,male,0,0,0,18,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.25,331.35,,,Baixa,Baixa
6082oqfba,0.0,male,0,1,1,23,1,0,no,No internet service,0,0,0,0,0,one year,0,mailed check,19.65,436.9,,,Baixa,Baixa
6086esgrl,1.0,female,0,0,0,1,1,0,fiber optic,No,0,0,0,0,1,month to month,0,credit card (automatic),80.15,80.15,,,Alta,Baixa
6087mvhjh,1.0,female,0,0,0,16,1,1,fiber optic,No,0,1,0,0,1,month to month,1,electronic check,88.45,1422.1,,,Alta,Média
6087ypwho,0.0,male,0,1,0,72,1,1,dsl,Yes,1,1,1,0,0,two year,0,mailed check,68.15,4808.7,,,Média,Alta
6088bxmrg,0.0,female,0,1,1,32,1,1,fiber optic,No,1,0,0,1,1,month to month,1,electronic check,98.85,3089.6,,,Alta,Alta
6092qzvpp,0.0,male,0,0,0,36,1,0,dsl,Yes,0,1,1,1,1,month to month,1,credit card (automatic),79.2,2854.95,,,Média,Alta
6094zivkx,0.0,female,0,0,0,68,1,0,dsl,Yes,0,1,0,0,0,one year,1,credit card (automatic),54.45,3674.95,,,Média,Alta
6096egvtu,0.0,female,0,1,1,64,1,1,no,No internet service,0,0,0,0,0,one year,0,mailed check,24.9,1595.5,,,Baixa,Média
6097eqisj,1.0,female,0,1,1,66,1,1,fiber optic,No,1,1,0,1,1,one year,1,credit card (automatic),102.45,6615.15,,,Alta,Alta
6100fjzdg,0.0,male,0,1,1,26,1,0,no,No internet service,0,0,0,0,0,one year,1,bank transfer (automatic),20.05,505.9,,,Baixa,Baixa
6100qqheb,1.0,male,0,1,1,17,1,1,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,92.55,1515.1,,,Alta,Média
6101imrmm,1.0,male,0,0,1,6,1,0,fiber optic,No,0,1,0,1,1,month to month,0,mailed check,94.5,575.45,,,Alta,Baixa
6103bocou,0.0,female,0,0,0,26,1,1,fiber optic,No,0,1,0,0,0,month to month,1,electronic check,80.7,2193.0,,,Alta,Alta
6103lianb,0.0,male,0,1,1,59,1,1,fiber optic,No,0,1,0,1,1,two year,1,credit card (automatic),99.5,5861.75,,,Alta,Alta
6103qckfx,0.0,female,0,1,1,44,1,0,dsl,Yes,0,0,1,0,0,month to month,0,bank transfer (automatic),56.25,2419.55,,,Média,Alta
6108oqzdq,1.0,female,0,1,1,4,1,1,fiber optic,No,1,0,0,1,1,month to month,1,electronic check,97.95,384.5,,,Alta,Baixa
6110ohihy,1.0,male,0,0,0,3,1,0,fiber optic,No,0,0,0,1,0,month to month,0,electronic check,79.25,267.6,,,Média,Baixa
6112kthfq,0.0,female,0,0,0,13,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,19.3,279.3,,,Baixa,Baixa
6114tcfid,0.0,female,0,0,0,29,0,0,dsl,Yes,1,0,1,0,0,one year,0,credit card (automatic),39.5,1082.75,,,Baixa,Média
6115ztbfq,0.0,female,0,1,0,72,0,0,dsl,Yes,1,1,1,1,1,two year,0,bank transfer (automatic),65.5,4919.7,,,Média,Alta
6116rfvhn,0.0,female,0,1,0,34,1,1,fiber optic,No,0,1,0,1,1,month to month,1,electronic check,100.45,3414.65,,,Alta,Alta
6119spudb,0.0,male,0,0,0,46,0,0,dsl,Yes,0,1,1,0,0,two year,0,mailed check,38.25,1755.35,,,Baixa,Média
6120rjklu,0.0,female,1,1,0,62,1,0,dsl,Yes,0,1,1,1,1,two year,1,credit card (automatic),79.95,4819.75,,,Média,Alta
6121tnhbo,0.0,female,1,0,0,63,1,1,dsl,Yes,1,1,1,1,0,one year,0,bank transfer (automatic),83.0,5243.05,,,Alta,Alta
6121vznqb,1.0,female,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,19.1,19.1,,,Baixa,Baixa
6122efvkn,0.0,male,0,0,1,24,0,0,dsl,Yes,0,0,1,0,0,two year,0,mailed check,35.75,830.8,,,Baixa,Baixa
6122ljada,0.0,male,0,1,1,70,1,1,dsl,Yes,1,1,1,1,1,two year,1,credit card (automatic),90.15,6237.05,,,Alta,Alta
6124acrhj,0.0,female,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.75,19.75,,,Baixa,Baixa
6127isgtu,1.0,female,0,1,0,16,1,1,fiber optic,No,0,0,0,1,0,month to month,1,electronic check,84.95,1378.25,,,Alta,Média
6127iyjoz,0.0,male,1,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,45.85,45.85,,,Média,Baixa
6128aqbmt,0.0,male,1,1,0,41,0,0,dsl,No,1,1,0,1,1,month to month,1,electronic check,53.95,2215.4,,,Média,Alta
6128czomy,1.0,female,0,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,1,electronic check,45.65,45.65,,,Média,Baixa
6128dafvy,0.0,female,0,0,0,56,0,0,dsl,No,0,0,0,1,1,month to month,1,credit card (automatic),44.85,2564.95,,,Média,Alta
6131foyas,0.0,male,0,0,0,35,1,1,dsl,Yes,0,1,0,0,0,month to month,1,electronic check,59.6,2094.9,,,Média,Alta
6131iunxn,0.0,female,0,1,1,19,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,20.2,382.2,,,Baixa,Baixa
6131jlwzm,0.0,female,0,0,0,13,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,20.3,275.4,,,Baixa,Baixa
6133ozile,0.0,female,0,0,0,18,0,0,dsl,No,0,1,1,0,0,month to month,1,electronic check,35.2,607.3,,,Baixa,Baixa
6134kwtbv,0.0,male,0,0,0,62,1,1,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),23.4,1429.65,,,Baixa,Média
6135ozqva,0.0,female,0,0,0,7,1,1,dsl,Yes,0,0,0,0,0,month to month,1,electronic check,53.65,404.35,,,Média,Baixa
6137mfajn,0.0,female,0,0,0,48,0,0,dsl,Yes,1,0,0,1,0,month to month,1,electronic check,44.8,2104.55,,,Média,Alta
6137nicco,0.0,female,0,1,1,6,1,1,fiber optic,No,1,1,0,1,0,month to month,1,mailed check,94.05,518.75,,,Alta,Baixa
6139zzrbq,0.0,male,1,0,0,64,1,0,no,No internet service,0,0,0,0,0,two year,1,bank transfer (automatic),20.05,1198.05,,,Baixa,Média
6140qnrqq,1.0,male,0,0,0,1,1,0,fiber optic,No,0,0,0,0,0,month to month,1,mailed check,71.55,71.55,,,Média,Baixa
6141ooxuq,1.0,male,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.65,19.65,,,Baixa,Baixa
6142vsjqo,1.0,female,0,1,1,1,1,0,dsl,No,0,0,0,0,0,month to month,1,bank transfer (automatic),44.35,44.35,,,Média,Baixa
6143jqkea,0.0,male,0,0,0,10,1,0,dsl,No,0,0,0,0,0,month to month,1,credit card (automatic),45.8,436.2,,,Média,Baixa
6145nnpno,0.0,female,0,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,0,bank transfer (automatic),44.15,44.15,,,Média,Baixa
6147cbcra,0.0,female,0,1,0,33,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,20.05,669.45,,,Baixa,Baixa
6152onasv,0.0,female,0,1,0,68,1,1,dsl,Yes,0,0,1,0,0,one year,0,bank transfer (automatic),58.25,3975.7,,,Média,Alta
6156uzdlf,0.0,female,0,0,0,26,1,0,fiber optic,Yes,0,1,1,0,0,one year,1,credit card (automatic),87.15,2274.1,,,Alta,Alta
6158dwpzt,1.0,male,0,1,0,9,0,0,dsl,No,0,0,0,0,0,one year,0,bank transfer (automatic),24.1,259.8,,,Baixa,Baixa
6158hdpxz,0.0,male,0,0,0,1,0,0,dsl,No,0,0,0,0,0,month to month,0,mailed check,25.35,25.35,,,Baixa,Baixa
6161erdgd,0.0,male,0,1,1,71,1,1,dsl,Yes,0,1,1,1,1,one year,0,electronic check,85.45,6300.85,,,Alta,Alta
6161uuuta,1.0,male,1,0,0,3,1,0,fiber optic,No,0,0,0,1,0,month to month,1,electronic check,79.9,260.9,,,Média,Baixa
6164haqtx,0.0,male,0,0,0,71,0,0,dsl,Yes,1,1,1,1,0,two year,0,bank transfer (automatic),53.95,3888.65,,,Média,Alta
6164hxugh,0.0,female,0,1,1,6,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.85,119.3,,,Baixa,Baixa
6166ilmny,1.0,female,0,0,0,2,1,0,fiber optic,No,0,0,0,0,0,month to month,0,bank transfer (automatic),69.75,144.55,,,Média,Baixa
6166yipfo,0.0,male,0,1,0,72,0,0,dsl,Yes,1,1,1,1,1,two year,1,electronic check,64.7,4746.05,,,Média,Alta
6167syrng,,male,1,1,0,59,0,0,dsl,Yes,0,1,1,1,1,two year,1,credit card (automatic),64.05,3886.85,,,Média,Alta
6168wfvvf,1.0,female,1,0,0,3,1,0,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,70.3,235.5,,,Média,Baixa
6168ybynp,0.0,male,0,0,0,59,1,1,fiber optic,No,1,1,1,1,1,month to month,1,electronic check,111.35,6519.75,,,Alta,Alta
6169pgncd,0.0,female,0,0,0,57,1,0,dsl,Yes,1,1,1,1,0,two year,1,credit card (automatic),74.3,4166.35,,,Média,Alta
6169ppetc,0.0,male,0,1,1,35,1,0,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),20.5,759.35,,,Baixa,Baixa
6171ztvyb,0.0,male,0,1,0,43,1,1,dsl,Yes,1,0,1,0,0,month to month,0,bank transfer (automatic),66.25,2907.35,,,Média,Alta
6172fecyy,1.0,male,0,1,1,49,1,1,fiber optic,No,0,0,0,1,0,month to month,0,electronic check,84.5,4254.85,,,Alta,Alta
6173golsu,0.0,male,1,1,0,67,1,1,fiber optic,No,0,0,0,1,1,month to month,1,credit card (automatic),94.65,6079.0,,,Alta,Alta
6173itpwd,1.0,male,0,1,0,47,1,1,fiber optic,No,1,1,0,0,0,month to month,1,bank transfer (automatic),83.35,4065.0,,,Alta,Alta
6174nrbtz,0.0,male,0,0,0,46,0,0,dsl,Yes,0,0,0,0,0,one year,1,bank transfer (automatic),30.75,1489.3,,,Baixa,Média
6175irfit,0.0,male,0,0,0,5,1,0,fiber optic,No,0,0,0,0,1,month to month,0,mailed check,78.75,426.35,,,Média,Baixa
6176yjwas,0.0,male,0,1,0,72,1,1,fiber optic,Yes,1,1,0,1,0,two year,1,credit card (automatic),97.95,7114.25,,,Alta,Alta
6177pevra,0.0,female,0,0,0,48,1,0,dsl,Yes,1,0,0,0,0,two year,0,credit card (automatic),55.5,2627.35,,,Média,Alta
6178kfnhs,1.0,female,0,0,1,12,1,1,fiber optic,Yes,0,0,0,0,0,month to month,1,electronic check,78.3,909.25,,,Média,Baixa
6179gjpso,1.0,female,1,0,0,43,1,0,fiber optic,Yes,1,0,1,1,1,month to month,1,credit card (automatic),108.15,4600.7,,,Alta,Alta
6180ybiqi,0.0,male,0,0,0,5,0,0,dsl,No,0,0,0,0,0,month to month,0,mailed check,24.3,100.2,,,Baixa,Baixa
6181axxyf,0.0,male,0,1,1,72,1,1,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),24.75,1859.1,,,Baixa,Média
6184dyuob,0.0,female,0,1,0,3,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,19.6,55.25,,,Baixa,Baixa
6185tasnn,0.0,male,1,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,0,electronic check,46.3,46.3,,,Média,Baixa
6188uxbbr,0.0,female,0,1,0,38,1,0,no,No internet service,0,0,0,0,0,one year,1,credit card (automatic),20.25,814.75,,,Baixa,Baixa
6194hbgqn,0.0,male,0,0,0,51,1,1,dsl,Yes,1,1,1,1,0,one year,1,credit card (automatic),81.15,4126.2,,,Alta,Alta
6195melti,0.0,male,0,0,0,57,1,0,dsl,No,1,0,1,0,0,one year,1,mailed check,54.65,3134.7,,,Média,Alta
6196hbobz,0.0,male,0,1,0,65,1,1,fiber optic,Yes,1,1,0,1,0,two year,1,electronic check,99.35,6347.55,,,Alta,Alta
6198pnnsz,0.0,female,0,1,0,56,1,1,fiber optic,Yes,1,1,0,1,1,one year,0,bank transfer (automatic),109.8,6109.65,,,Alta,Alta
6198rtpmf,0.0,female,0,1,0,17,1,1,fiber optic,No,0,0,0,1,1,month to month,0,electronic check,92.6,1579.7,,,Alta,Média
6198zfioj,0.0,female,0,0,0,5,1,1,fiber optic,No,0,0,0,0,0,month to month,0,electronic check,75.6,402.5,,,Média,Baixa
6199ipcao,0.0,female,0,1,1,29,1,1,no,No internet service,0,0,0,0,0,two year,0,mailed check,26.1,692.55,,,Baixa,Baixa
6199iwkgc,0.0,female,1,1,0,46,1,1,fiber optic,No,0,0,1,1,1,one year,0,electronic check,100.25,4753.85,,,Alta,Alta
6202dyyfx,0.0,female,0,0,0,22,1,1,fiber optic,No,0,0,0,0,0,one year,1,credit card (automatic),76.0,1783.6,,,Média,Média
6202jvyeu,0.0,male,0,0,0,9,1,0,no,No internet service,0,0,0,0,0,one year,1,electronic check,19.9,164.6,,,Baixa,Baixa
6203hbzpa,0.0,male,0,0,0,52,0,0,dsl,Yes,1,1,1,1,1,two year,0,credit card (automatic),63.9,3334.95,,,Média,Alta
6204ieuxj,1.0,female,0,0,0,3,1,0,fiber optic,No,0,1,1,0,0,month to month,0,credit card (automatic),80.1,217.55,,,Alta,Baixa
6207wiolx,1.0,female,0,1,1,25,0,0,dsl,Yes,1,1,0,1,1,month to month,1,credit card (automatic),58.6,1502.65,,,Média,Média
6210kbbpi,1.0,male,1,0,0,9,1,1,fiber optic,No,1,0,0,1,1,month to month,1,credit card (automatic),99.45,919.4,,,Alta,Baixa
6211whmya,0.0,female,1,0,0,64,0,0,dsl,No,1,0,1,1,0,month to month,1,electronic check,43.85,2751.0,,,Média,Alta
6211wwltf,0.0,male,0,1,0,63,1,0,fiber optic,Yes,0,1,0,1,1,two year,0,credit card (automatic),99.7,6330.4,,,Alta,Alta
6212atmlk,0.0,female,0,0,0,50,1,1,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,95.7,4729.75,,,Alta,Alta
6214edakz,1.0,female,0,1,1,22,1,0,dsl,No,1,0,1,0,0,month to month,0,electronic check,55.15,1206.05,,,Média,Média
6215nqcpy,0.0,male,0,0,0,15,1,1,fiber optic,Yes,0,0,0,1,1,month to month,1,electronic check,99.7,1566.75,,,Alta,Média
6217kdywc,0.0,male,0,0,1,57,1,0,no,No internet service,0,0,0,0,0,two year,1,mailed check,19.6,1170.55,,,Baixa,Média
6217towgs,0.0,female,0,1,0,17,1,1,dsl,No,1,0,0,1,1,month to month,1,bank transfer (automatic),75.4,1322.55,,,Média,Média
6218knubd,0.0,male,0,0,0,6,1,0,dsl,No,1,0,0,1,0,month to month,0,electronic check,59.45,357.6,,,Média,Baixa
6221avqyl,1.0,male,0,0,0,2,1,1,fiber optic,No,0,0,0,0,0,month to month,1,credit card (automatic),73.25,131.05,,,Média,Baixa
6223dhjgv,0.0,female,0,0,0,42,1,0,no,No internet service,0,0,0,0,0,one year,1,mailed check,20.65,958.1,,,Baixa,Baixa
6225vnqsj,,male,0,0,0,1,0,0,dsl,No,0,0,0,0,1,month to month,1,electronic check,35.45,35.45,,,Baixa,Baixa
6227fbdxh,0.0,male,0,1,0,69,1,1,fiber optic,No,0,1,0,1,1,one year,0,bank transfer (automatic),99.5,6841.45,,,Alta,Alta
6227hwpwx,1.0,female,0,0,1,15,1,0,fiber optic,No,0,0,0,0,0,month to month,0,bank transfer (automatic),69.0,994.8,,,Média,Baixa
6229lsckb,0.0,male,1,0,0,6,1,0,fiber optic,No,0,0,0,1,0,month to month,1,electronic check,79.7,497.6,,,Média,Baixa
6229uolql,0.0,male,0,1,1,56,0,0,dsl,Yes,1,0,1,1,0,one year,1,mailed check,52.0,2884.9,,,Média,Alta
6230bsuxy,1.0,female,1,0,0,1,1,0,fiber optic,No,0,1,0,0,1,month to month,1,electronic check,85.0,85.0,,,Alta,Baixa
6231wfgfh,0.0,male,0,1,1,4,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,20.5,77.6,,,Baixa,Baixa
6233hxjmx,0.0,female,0,0,0,45,1,1,fiber optic,No,0,1,0,0,1,month to month,1,credit card (automatic),89.3,4192.15,,,Alta,Alta
6234pfpxl,0.0,male,0,1,0,22,1,1,fiber optic,Yes,0,0,1,1,0,month to month,0,credit card (automatic),95.9,2234.95,,,Alta,Alta
6234raapl,0.0,female,0,1,1,72,1,1,fiber optic,Yes,1,0,1,1,0,two year,0,bank transfer (automatic),99.9,7251.7,,,Alta,Alta
6235vdhom,1.0,female,1,0,0,5,0,0,dsl,No,1,0,0,0,0,month to month,0,electronic check,28.45,131.05,,,Baixa,Baixa
6240eurks,1.0,female,0,0,1,18,0,0,dsl,No,0,0,0,0,1,month to month,1,electronic check,35.0,553.0,,,Baixa,Baixa
6242fegfd,0.0,male,0,1,0,66,1,1,fiber optic,Yes,1,1,1,0,0,two year,0,mailed check,96.6,6424.25,,,Alta,Alta
6242mbhpk,0.0,female,1,1,0,23,1,0,fiber optic,Yes,0,0,0,1,1,month to month,1,electronic check,95.1,2326.05,,,Alta,Alta
6242sgyts,0.0,male,0,1,1,62,1,1,fiber optic,Yes,1,0,0,1,0,one year,1,credit card (automatic),94.95,5791.85,,,Alta,Alta
6243ozgfh,0.0,female,0,0,0,23,0,0,dsl,No,0,0,0,1,1,month to month,1,electronic check,44.95,996.85,,,Média,Baixa
6244besbm,0.0,male,0,1,1,69,1,0,fiber optic,No,0,0,1,1,1,two year,1,credit card (automatic),95.2,6671.7,,,Alta,Alta
6248bshkg,0.0,male,0,1,1,61,1,0,no,No internet service,0,0,0,0,0,one year,0,mailed check,20.4,1226.45,,,Baixa,Média
